"";"Customer_ID";"EstimatedChurnProbability"
"20021";1040075;0
"751";1001445;1
"1257";1002488;0
"17314";1034622;1
"14446";1028934;0
"25007";1050069;1
"15875";1031724;1
"6331";1012630;0
"3864";1007629;0
"10022";1020107;1
"6673";1013375;0
"23656";1047401;1
"1246";1002465;1
"7184";1014443;1
"18645";1037261;1
"21700";1043469;1
"7964";1015976;0
"22236";1044556;1
"15302";1030605;0
"10275";1020583;0
"14352";1028746;1
"25075";1050214;1
"15307";1030615;1
"23362";1046824;1
"11700";1023450;1
"14226";1028511;0
"23905";1047887;1
"4920";1009725;1
"243";1000459;1
"2670";1005237;1
"3837";1007583;1
"7360";1014799;1
"15439";1030873;0
"694";1001327;0
"9178";1018467;1
"3732";1007364;0
"23952";1047969;0
"2652";1005201;0
"24149";1048330;0
"14258";1028580;0
"19720";1039458;1
"15681";1031371;0
"5240";1010403;1
"17165";1034346;1
"8767";1017597;0
"12917";1025868;1
"13819";1027726;0
"8716";1017508;1
"6613";1013257;0
"14919";1029879;1
"15535";1031057;0
"10012";1020086;0
"19534";1039094;0
"15425";1030843;0
"8103";1016230;1
"12072";1024219;0
"14227";1028514;0
"6939";1013921;1
"13206";1026471;0
"18378";1036729;1
"6211";1012396;1
"7743";1015558;0
"22426";1044907;1
"18059";1036089;0
"15633";1031266;0
"14491";1029007;1
"13064";1026185;1
"11439";1022891;0
"16199";1032391;1
"12029";1024142;1
"18431";1036830;1
"4201";1008272;0
"326";1000597;0
"1461";1002888;1
"11714";1023480;0
"2574";1005066;0
"1661";1003270;0
"24105";1048252;1
"22803";1045683;1
"17118";1034256;1
"6689";1013402;1
"17558";1035110;0
"24121";1048282;1
"5376";1010682;1
"12808";1025641;1
"12137";1024353;1
"12977";1025990;0
"12625";1025300;0
"3345";1006611;0
"19542";1039110;1
"4123";1008118;0
"22303";1044668;0
"20566";1041226;0
"10169";1020363;0
"867";1001667;0
"20010";1040053;0
"16960";1033941;0
"16235";1032464;0
"1412";1002774;1
"18182";1036326;1
"11055";1022173;0
"15701";1031404;1
"15168";1030350;1
"15879";1031738;0
"18046";1036061;1
"8906";1017887;0
"5162";1010218;1
"17924";1035827;1
"7945";1015942;0
"3772";1007453;0
"4905";1009694;1
"10185";1020405;1
"6730";1013492;0
"18321";1036616;0
"9268";1018645;1
"20467";1041021;0
"19164";1038394;1
"10854";1021753;0
"19477";1038984;0
"18457";1036887;0
"24934";1049931;1
"4402";1008697;0
"19389";1038846;0
"23899";1047880;0
"23493";1047088;0
"10211";1020449;0
"19264";1038587;1
"7915";1015881;0
"4607";1009103;0
"12929";1025886;0
"5980";1011951;1
"14696";1029434;1
"10416";1020885;1
"6849";1013736;1
"4822";1009522;1
"18744";1037464;0
"1960";1003848;0
"14073";1028211;0
"759";1001459;0
"522";1000974;1
"15455";1030904;0
"927";1001795;0
"9897";1019856;1
"23954";1047971;0
"15667";1031354;0
"21323";1042749;1
"15612";1031217;0
"8807";1017682;0
"12837";1025692;1
"7589";1015271;1
"1894";1003729;1
"13623";1027315;1
"13217";1026493;0
"16009";1031982;1
"11517";1023080;1
"4012";1007906;1
"75";1000126;0
"17458";1034901;0
"9390";1018869;0
"2357";1004638;1
"15057";1030145;1
"15783";1031559;1
"18373";1036717;0
"8658";1017386;0
"1911";1003762;1
"21826";1043701;1
"9578";1019248;1
"13868";1027802;1
"4831";1009540;1
"3996";1007872;1
"8394";1016801;1
"4422";1008736;0
"3288";1006496;0
"80";1000137;0
"3228";1006368;1
"16219";1032432;0
"13792";1027676;0
"8179";1016377;0
"21747";1043555;1
"22227";1044539;0
"3801";1007512;1
"15787";1031567;1
"10986";1022014;1
"14280";1028619;0
"23289";1046670;0
"18181";1036325;1
"11867";1023800;1
"4354";1008590;1
"3777";1007460;0
"17894";1035767;0
"6062";1012108;1
"538";1001002;0
"1855";1003631;1
"8715";1017506;1
"12644";1025332;1
"24008";1048077;1
"7697";1015469;1
"15718";1031441;0
"2827";1005550;0
"3352";1006629;0
"23253";1046605;1
"15174";1030360;0
"1909";1003757;1
"6687";1013400;1
"10788";1021625;0
"10732";1021501;1
"23882";1047845;0
"13991";1028063;0
"4657";1009185;1
"8636";1017339;0
"7766";1015601;0
"17958";1035885;0
"2409";1004736;0
"992";1001961;0
"4204";1008277;1
"17825";1035624;0
"5952";1011902;1
"294";1000542;1
"8967";1017998;1
"21409";1042917;1
"9429";1018952;1
"1694";1003332;1
"24351";1048702;0
"20722";1041534;1
"9028";1018135;0
"22770";1045619;0
"21823";1043692;1
"18748";1037470;1
"24303";1048600;1
"3854";1007612;1
"25041";1050137;1
"5348";1010618;1
"12409";1024888;1
"3015";1005946;0
"21235";1042572;1
"25120";1050294;1
"9163";1018435;0
"11660";1023384;1
"22273";1044611;1
"24871";1049815;0
"13659";1027385;0
"14125";1028322;0
"13617";1027302;1
"3031";1005984;1
"2732";1005366;0
"22719";1045505;1
"11555";1023162;1
"12282";1024627;1
"5882";1011762;0
"10730";1021499;0
"9918";1019897;0
"18395";1036766;0
"18769";1037523;0
"10420";1020896;1
"9272";1018653;1
"9421";1018935;0
"19963";1039971;1
"18619";1037205;1
"15993";1031949;0
"22209";1044490;0
"5843";1011674;1
"6234";1012444;1
"20121";1040293;0
"7392";1014858;0
"19371";1038811;0
"1079";1002127;1
"22774";1045629;0
"19080";1038198;1
"9804";1019673;0
"6252";1012476;1
"2197";1004321;1
"3850";1007604;0
"16021";1032003;1
"18132";1036229;1
"1248";1002469;1
"13157";1026368;1
"7140";1014340;1
"14476";1028981;1
"21632";1043336;1
"11285";1022594;1
"5982";1011958;1
"14467";1028968;0
"541";1001005;0
"10600";1021252;1
"9491";1019060;1
"18001";1035972;0
"3063";1006041;1
"7627";1015340;1
"16570";1033125;0
"21315";1042737;0
"17319";1034635;0
"16685";1033371;0
"21314";1042736;0
"11368";1022752;1
"8602";1017260;1
"8822";1017710;0
"18980";1037983;0
"8706";1017489;0
"14297";1028644;0
"11234";1022491;1
"11851";1023772;1
"22865";1045791;1
"6956";1013958;0
"5365";1010663;1
"1045";1002077;0
"3131";1006180;1
"12903";1025840;1
"7956";1015960;1
"18212";1036385;0
"23325";1046751;1
"23637";1047359;1
"13353";1026796;0
"18733";1037439;1
"24061";1048179;1
"21540";1043164;1
"10633";1021311;0
"17353";1034691;1
"16325";1032649;0
"23771";1047642;1
"20521";1041128;0
"22725";1045517;0
"10954";1021962;0
"20706";1041504;1
"14484";1028998;1
"20126";1040309;0
"15360";1030716;1
"14604";1029240;1
"15148";1030309;1
"17827";1035627;1
"21342";1042793;0
"15856";1031691;0
"6069";1012128;1
"4529";1008948;1
"22968";1046025;0
"21112";1042319;1
"23635";1047354;1
"7201";1014468;0
"2859";1005611;1
"14538";1029103;1
"5167";1010238;1
"5374";1010679;0
"10509";1021093;0
"18841";1037674;0
"16258";1032527;0
"596";1001113;1
"23864";1047810;0
"8234";1016484;1
"9766";1019618;0
"9963";1019988;0
"23028";1046151;0
"8810";1017688;1
"15353";1030702;1
"23570";1047225;0
"21748";1043559;0
"8266";1016537;0
"23953";1047970;1
"24113";1048265;0
"21157";1042410;1
"12407";1024880;1
"23623";1047332;1
"14620";1029268;1
"9845";1019758;1
"20152";1040351;0
"11937";1023953;1
"25080";1050221;1
"10";1000019;0
"4812";1009499;0
"8281";1016559;0
"24603";1049232;0
"14058";1028184;0
"6458";1012906;0
"5195";1010294;1
"11939";1023956;1
"19441";1038929;0
"11470";1022954;1
"20961";1042004;0
"23333";1046769;0
"17767";1035510;1
"22806";1045688;1
"216";1000411;0
"23843";1047774;0
"7149";1014370;1
"7332";1014738;1
"7525";1015146;1
"24302";1048597;0
"2777";1005450;0
"13708";1027481;0
"14117";1028308;1
"21849";1043756;0
"13255";1026573;0
"10932";1021902;0
"9889";1019841;1
"19639";1039288;1
"11162";1022358;0
"3149";1006219;0
"15263";1030522;0
"5995";1011977;1
"20845";1041786;0
"23880";1047839;1
"20909";1041915;1
"24405";1048814;0
"7434";1014948;1
"7839";1015732;1
"5346";1010611;1
"24591";1049208;1
"24948";1049953;1
"11180";1022392;0
"8587";1017234;1
"14654";1029332;1
"13303";1026694;1
"11301";1022626;1
"23458";1047015;1
"4226";1008329;1
"8641";1017350;0
"3915";1007717;1
"7795";1015656;1
"5898";1011791;0
"8694";1017464;1
"20584";1041255;1
"989";1001957;1
"22735";1045546;0
"24764";1049575;0
"24414";1048836;0
"14483";1028996;1
"22269";1044607;1
"2281";1004485;1
"15264";1030524;1
"20378";1040829;1
"9075";1018232;0
"18048";1036064;0
"23598";1047281;1
"4820";1009517;1
"13994";1028070;1
"9668";1019443;0
"21548";1043179;0
"8750";1017565;1
"1484";1002931;0
"10205";1020439;0
"21622";1043311;0
"10126";1020293;0
"16857";1033737;1
"13388";1026862;0
"4060";1007994;1
"19626";1039268;1
"22884";1045834;0
"19536";1039099;1
"19451";1038942;0
"14758";1029573;0
"2082";1004104;1
"17917";1035816;1
"14823";1029685;1
"11177";1022386;0
"19181";1038422;0
"4001";1007878;0
"13244";1026549;1
"10232";1020487;0
"24355";1048707;1
"11499";1023028;0
"25147";1050352;1
"7759";1015591;1
"14479";1028989;0
"21667";1043403;0
"13759";1027595;0
"5857";1011706;0
"282";1000518;0
"11588";1023220;0
"8073";1016174;1
"10373";1020795;1
"23133";1046357;0
"325";1000596;1
"4351";1008584;0
"3866";1007632;0
"24317";1048644;0
"1865";1003653;1
"3710";1007327;1
"11302";1022630;0
"11664";1023390;0
"20800";1041699;0
"3098";1006110;0
"18353";1036679;0
"21860";1043785;0
"192";1000366;1
"1703";1003350;0
"11456";1022929;0
"22452";1044953;0
"23525";1047146;1
"2636";1005171;0
"18082";1036120;1
"11948";1023975;0
"16401";1032819;1
"128";1000233;0
"925";1001791;0
"21468";1043032;0
"4096";1008070;0
"19222";1038505;0
"13213";1026487;1
"11066";1022191;1
"16967";1033952;0
"16586";1033157;0
"8704";1017486;0
"13304";1026695;1
"20485";1041057;1
"11098";1022249;1
"1970";1003871;0
"2693";1005288;1
"4680";1009230;1
"16386";1032788;1
"7955";1015959;1
"11168";1022368;0
"20319";1040714;0
"23198";1046497;0
"16712";1033426;0
"10538";1021140;1
"13422";1026929;0
"16385";1032787;0
"13033";1026129;1
"16153";1032287;1
"4976";1009835;0
"16428";1032866;0
"5841";1011671;0
"18965";1037938;1
"19593";1039204;0
"4606";1009102;0
"3760";1007429;1
"15862";1031703;0
"4585";1009058;0
"7595";1015283;0
"7292";1014666;1
"18630";1037233;0
"18362";1036697;0
"16536";1033063;1
"24705";1049472;1
"13487";1027062;0
"14048";1028167;1
"6635";1013298;0
"13057";1026177;0
"13437";1026957;0
"7800";1015662;1
"6793";1013620;0
"24072";1048204;1
"23638";1047360;0
"10572";1021211;0
"4333";1008545;1
"20443";1040970;1
"7764";1015598;1
"6301";1012570;0
"2762";1005430;0
"8899";1017862;1
"15365";1030723;1
"19694";1039397;1
"12186";1024462;0
"6001";1011994;1
"11408";1022826;1
"19498";1039018;0
"6453";1012896;1
"23888";1047855;1
"24399";1048805;0
"17738";1035464;0
"11729";1023512;1
"13307";1026708;1
"24529";1049060;0
"12173";1024430;1
"572";1001061;0
"2816";1005530;0
"22119";1044301;0
"3797";1007506;0
"8959";1017980;1
"2022";1003970;1
"1586";1003115;1
"24590";1049207;1
"11428";1022868;1
"19347";1038758;0
"16192";1032378;0
"7447";1014977;0
"3968";1007814;1
"12710";1025468;0
"11824";1023709;0
"9317";1018735;1
"10340";1020721;1
"12887";1025809;0
"3953";1007786;0
"18153";1036264;0
"554";1001032;1
"3148";1006217;0
"21063";1042217;0
"287";1000530;1
"7929";1015912;0
"21777";1043613;0
"11733";1023519;0
"4126";1008122;0
"13838";1027756;1
"15714";1031432;0
"24286";1048572;1
"23975";1048016;0
"16278";1032568;0
"16155";1032290;0
"3141";1006196;0
"6085";1012157;1
"2490";1004901;1
"2220";1004358;0
"954";1001845;1
"2703";1005312;1
"6408";1012795;0
"24577";1049179;1
"10084";1020219;1
"11468";1022949;1
"348";1000633;0
"3527";1006958;1
"8742";1017552;0
"1340";1002646;1
"12743";1025534;1
"5944";1011892;1
"10162";1020349;1
"6572";1013179;0
"16461";1032930;1
"13423";1026931;1
"6088";1012166;1
"22425";1044902;0
"17828";1035630;0
"14208";1028481;0
"5334";1010582;0
"24075";1048207;1
"12836";1025689;1
"18490";1036956;1
"13229";1026514;1
"4731";1009328;0
"4153";1008180;1
"2190";1004309;0
"13166";1026391;0
"11493";1023018;0
"24686";1049432;0
"4254";1008389;1
"20857";1041817;0
"13992";1028064;0
"3856";1007615;1
"12201";1024486;1
"13482";1027051;0
"4653";1009177;1
"13065";1026186;1
"17451";1034889;1
"14317";1028677;1
"5143";1010172;0
"3125";1006169;0
"24067";1048190;1
"14310";1028669;1
"14356";1028751;0
"22790";1045660;0
"14449";1028939;0
"6586";1013209;1
"16655";1033299;0
"761";1001461;1
"2290";1004506;0
"19131";1038319;0
"13480";1027048;0
"12135";1024347;1
"9380";1018846;0
"17143";1034302;1
"20654";1041409;0
"5839";1011660;0
"24546";1049097;0
"20203";1040458;0
"12615";1025281;0
"8675";1017427;1
"10467";1020996;1
"6910";1013866;1
"17939";1035861;0
"4696";1009256;0
"1121";1002206;1
"4074";1008022;0
"23853";1047790;0
"6494";1013012;1
"11954";1023990;0
"20743";1041576;1
"14237";1028532;1
"22818";1045704;1
"23129";1046345;1
"1575";1003095;0
"18206";1036375;0
"11982";1024056;0
"11257";1022543;0
"7241";1014554;0
"3556";1007018;0
"24265";1048537;1
"16066";1032095;1
"15356";1030710;1
"8264";1016534;1
"12581";1025209;0
"10581";1021223;1
"10721";1021472;1
"22350";1044771;0
"21129";1042345;0
"20568";1041231;0
"474";1000885;1
"11830";1023721;1
"9164";1018436;1
"15007";1030037;1
"10748";1021532;1
"19217";1038491;1
"16076";1032127;0
"21412";1042922;1
"14814";1029672;1
"15804";1031597;0
"15261";1030519;0
"1361";1002684;1
"18333";1036635;0
"18519";1037018;1
"21850";1043757;0
"7264";1014605;0
"19252";1038568;0
"18469";1036916;1
"7796";1015657;0
"687";1001305;1
"21273";1042652;1
"17545";1035071;0
"8154";1016335;1
"23024";1046143;0
"24660";1049362;1
"15860";1031700;1
"11709";1023468;1
"8408";1016829;1
"6332";1012631;0
"16679";1033353;1
"13806";1027705;0
"7060";1014181;1
"10312";1020667;0
"18542";1037051;0
"16589";1033160;1
"293";1000540;0
"18449";1036871;0
"12178";1024438;1
"8515";1017084;0
"17408";1034791;1
"16161";1032306;1
"18625";1037219;1
"1885";1003706;1
"4242";1008366;0
"20315";1040707;1
"1229";1002424;0
"24794";1049644;1
"3535";1006976;1
"6443";1012865;0
"21716";1043497;0
"499";1000932;0
"19729";1039479;0
"24231";1048468;1
"22372";1044813;1
"2723";1005346;1
"7208";1014486;0
"23712";1047513;0
"15622";1031233;1
"24379";1048766;0
"18567";1037109;0
"12949";1025933;1
"14678";1029381;1
"7151";1014374;1
"22463";1044970;1
"15128";1030269;1
"25129";1050314;1
"1585";1003113;0
"20808";1041713;1
"23091";1046270;1
"18543";1037053;1
"8417";1016849;0
"1888";1003712;0
"18350";1036674;1
"13289";1026654;1
"23648";1047385;0
"23678";1047443;1
"11352";1022724;1
"7863";1015786;1
"12563";1025167;1
"5241";1010405;1
"21036";1042170;0
"13955";1027973;0
"9748";1019588;0
"6055";1012095;0
"14168";1028403;1
"24688";1049435;1
"22008";1044096;1
"19726";1039473;0
"11370";1022754;1
"20755";1041597;1
"16547";1033080;0
"15292";1030583;1
"773";1001483;1
"23990";1048042;1
"3050";1006017;0
"24059";1048176;1
"8583";1017227;1
"20423";1040924;0
"16538";1033070;0
"11245";1022520;0
"3716";1007337;1
"21181";1042469;0
"65";1000108;1
"12008";1024103;0
"16798";1033624;1
"6830";1013686;0
"6965";1013973;0
"25014";1050082;0
"24301";1048596;0
"15373";1030742;0
"10612";1021276;0
"13907";1027882;1
"7919";1015891;0
"952";1001843;0
"15378";1030756;1
"8648";1017365;0
"8346";1016691;0
"11026";1022103;1
"19853";1039761;1
"11961";1024003;0
"6144";1012277;1
"21582";1043242;0
"5296";1010516;1
"5544";1011065;1
"9518";1019124;0
"23218";1046538;1
"9224";1018560;0
"1802";1003545;0
"21434";1042963;1
"9255";1018615;1
"17689";1035368;0
"13848";1027775;0
"12284";1024632;0
"2317";1004561;0
"2005";1003940;0
"18036";1036039;0
"12498";1025049;0
"23818";1047736;0
"451";1000834;0
"9561";1019216;1
"19439";1038923;1
"6806";1013645;0
"21508";1043104;1
"3939";1007757;0
"20809";1041715;1
"20370";1040819;0
"16665";1033322;0
"23246";1046587;1
"10647";1021336;0
"5644";1011267;1
"22091";1044260;0
"9704";1019512;1
"6752";1013531;0
"16826";1033672;0
"19404";1038868;1
"4257";1008392;1
"18496";1036967;0
"14747";1029551;1
"1317";1002604;1
"18200";1036361;0
"13638";1027348;0
"12691";1025435;1
"18641";1037256;0
"866";1001666;0
"5766";1011502;0
"17702";1035391;1
"12878";1025791;1
"5456";1010869;0
"14059";1028185;1
"3184";1006277;0
"17965";1035902;0
"6033";1012059;0
"2031";1003990;0
"20270";1040604;1
"24804";1049670;0
"23112";1046312;1
"15382";1030760;1
"16090";1032154;0
"12359";1024777;0
"6819";1013667;1
"11839";1023747;0
"10325";1020695;1
"3333";1006585;0
"23820";1047739;0
"4705";1009282;0
"7668";1015428;1
"21265";1042636;1
"5199";1010299;1
"19438";1038922;0
"6637";1013300;1
"10190";1020413;1
"7426";1014924;1
"6448";1012881;1
"10004";1020071;1
"21705";1043481;1
"20657";1041415;1
"8765";1017593;0
"9033";1018146;0
"17068";1034151;1
"21172";1042450;0
"11625";1023293;0
"3562";1007030;1
"2620";1005140;1
"6529";1013077;1
"5947";1011895;1
"2364";1004654;0
"14045";1028160;1
"21988";1044060;0
"19971";1039984;0
"15351";1030700;0
"229";1000432;1
"23382";1046855;1
"9944";1019950;0
"12652";1025344;0
"19860";1039776;1
"10044";1020145;0
"13234";1026527;1
"15410";1030814;0
"18870";1037741;1
"12513";1025077;0
"2337";1004604;0
"20642";1041373;0
"1583";1003110;0
"20861";1041826;1
"16413";1032840;1
"12961";1025953;0
"12578";1025195;1
"24359";1048720;0
"10654";1021348;1
"15436";1030861;0
"17486";1034947;1
"11627";1023298;1
"18029";1036029;1
"3210";1006328;1
"20899";1041891;1
"22377";1044820;1
"17162";1034341;1
"2519";1004967;1
"13514";1027111;1
"436";1000802;0
"14845";1029739;1
"2627";1005152;0
"6257";1012487;1
"4850";1009580;0
"15177";1030363;1
"14017";1028115;1
"16236";1032466;0
"10346";1020728;0
"6875";1013791;0
"5757";1011480;0
"9443";1018973;1
"3606";1007114;1
"12966";1025959;1
"1332";1002631;0
"6446";1012877;1
"3935";1007752;0
"22217";1044512;0
"598";1001115;1
"6242";1012460;1
"1529";1003017;0
"850";1001619;1
"18906";1037813;1
"9129";1018358;1
"10189";1020412;0
"19616";1039247;0
"3672";1007241;0
"11778";1023612;1
"15448";1030893;1
"8029";1016101;1
"16743";1033492;0
"148";1000279;1
"12855";1025727;0
"5973";1011935;0
"21594";1043263;1
"24472";1048955;0
"18701";1037385;1
"25058";1050173;1
"11776";1023609;0
"10053";1020163;0
"2709";1005321;0
"8134";1016297;0
"22054";1044188;0
"20416";1040912;0
"1468";1002898;1
"19759";1039556;1
"12546";1025138;0
"19139";1038340;1
"17865";1035717;0
"7137";1014336;1
"11276";1022581;1
"6924";1013889;1
"5152";1010200;0
"4766";1009395;0
"20828";1041752;1
"23340";1046783;1
"230";1000434;1
"7509";1015115;0
"13210";1026478;1
"7421";1014914;0
"11077";1022213;0
"14661";1029346;0
"11255";1022541;1
"4256";1008391;0
"11736";1023523;1
"389";1000705;0
"10397";1020845;1
"13952";1027966;1
"1666";1003282;0
"5979";1011949;1
"19028";1038088;1
"13874";1027816;0
"12289";1024642;1
"24607";1049237;1
"8476";1016987;0
"16520";1033042;0
"1015";1002010;0
"18477";1036935;0
"4815";1009507;0
"20699";1041486;1
"2915";1005717;0
"9835";1019736;0
"8089";1016203;0
"23928";1047935;0
"6857";1013752;0
"23046";1046191;0
"11059";1022182;1
"5681";1011343;0
"2001";1003933;1
"24001";1048062;1
"20478";1041047;0
"13189";1026426;0
"17217";1034423;0
"10710";1021451;0
"9694";1019493;1
"15334";1030663;1
"20410";1040895;0
"18948";1037910;1
"14804";1029658;1
"22121";1044304;1
"1144";1002252;0
"13661";1027389;0
"1600";1003139;0
"21072";1042234;1
"244";1000460;1
"9139";1018391;1
"21998";1044075;1
"22180";1044437;0
"4091";1008063;1
"7002";1014062;1
"20823";1041743;0
"7126";1014317;1
"6795";1013623;0
"3572";1007050;1
"5453";1010865;1
"20572";1041237;0
"1399";1002753;1
"3969";1007821;0
"11978";1024045;0
"14110";1028291;0
"5580";1011124;0
"4565";1009021;0
"8218";1016455;1
"21867";1043798;0
"4217";1008304;1
"5709";1011388;1
"11207";1022436;0
"22574";1045224;0
"21674";1043415;0
"25001";1050060;0
"9579";1019250;0
"5932";1011859;1
"11400";1022813;0
"16905";1033847;1
"21307";1042722;1
"3555";1007016;0
"5901";1011795;1
"24000";1048060;1
"22800";1045678;1
"22499";1045053;1
"18811";1037608;0
"2518";1004966;0
"22359";1044790;0
"8481";1017000;1
"22393";1044846;1
"5285";1010499;0
"10374";1020801;0
"9975";1020013;0
"21608";1043283;0
"17997";1035967;1
"20482";1041052;0
"13543";1027161;1
"16925";1033876;1
"8025";1016095;1
"17095";1034206;1
"9068";1018215;1
"8256";1016524;0
"18427";1036822;0
"17836";1035649;1
"5";1000007;1
"5122";1010129;0
"7883";1015817;1
"19353";1038770;0
"7257";1014594;1
"6352";1012682;0
"3161";1006240;0
"23079";1046250;0
"15972";1031909;0
"2492";1004904;1
"9787";1019644;1
"4933";1009751;0
"2791";1005478;0
"11188";1022404;0
"22450";1044951;0
"16171";1032323;1
"97";1000175;0
"4481";1008853;0
"13812";1027715;0
"17623";1035246;1
"13193";1026435;0
"11628";1023303;1
"12934";1025898;1
"18349";1036672;0
"23171";1046443;1
"21687";1043439;1
"16429";1032867;0
"1372";1002708;1
"14202";1028471;0
"839";1001594;1
"24154";1048341;0
"5371";1010675;0
"5791";1011557;0
"24990";1050045;1
"18750";1037473;0
"3142";1006200;1
"746";1001438;0
"7725";1015524;1
"6169";1012327;1
"24999";1050055;1
"4671";1009216;0
"19306";1038673;1
"19948";1039936;0
"3647";1007188;0
"7505";1015108;1
"2858";1005610;1
"19789";1039620;0
"15977";1031915;0
"3573";1007053;0
"23942";1047958;1
"10847";1021737;0
"20150";1040348;0
"3605";1007111;0
"23064";1046224;1
"5087";1010066;1
"3010";1005930;0
"17567";1035125;0
"7541";1015171;1
"8898";1017860;1
"22505";1045069;1
"12909";1025856;1
"22368";1044809;1
"18015";1036002;0
"17838";1035652;1
"18198";1036357;1
"17155";1034330;1
"13012";1026081;0
"114";1000204;1
"252";1000470;0
"21413";1042924;0
"18095";1036153;0
"21756";1043578;1
"20618";1041318;0
"15445";1030887;0
"17972";1035916;0
"12436";1024938;0
"6781";1013602;1
"23594";1047268;0
"13572";1027215;0
"8947";1017963;0
"2378";1004674;1
"18404";1036780;0
"4707";1009288;0
"5008";1009893;1
"5525";1011016;0
"16747";1033504;0
"6587";1013210;0
"477";1000888;1
"5566";1011103;0
"8993";1018057;0
"9285";1018673;1
"18322";1036617;1
"18342";1036663;1
"14711";1029471;1
"12868";1025758;0
"10333";1020705;1
"7881";1015815;0
"9945";1019951;1
"16617";1033227;1
"5474";1010905;0
"16358";1032718;1
"14377";1028799;1
"18839";1037670;1
"2258";1004441;1
"23141";1046375;1
"13753";1027585;0
"7580";1015254;1
"24198";1048414;1
"22305";1044670;1
"12809";1025642;0
"22188";1044452;0
"9471";1019026;1
"12685";1025423;1
"13854";1027782;0
"20918";1041929;1
"12371";1024796;1
"5310";1010539;0
"7160";1014407;1
"6047";1012086;1
"22838";1045743;0
"979";1001931;1
"16965";1033948;1
"2472";1004855;0
"23738";1047577;1
"19968";1039981;1
"21301";1042709;0
"601";1001122;1
"4934";1009754;1
"9085";1018261;0
"14864";1029774;0
"6024";1012043;0
"3523";1006951;0
"13074";1026205;0
"5877";1011752;1
"16658";1033305;0
"10949";1021956;0
"11576";1023200;1
"12745";1025536;0
"9742";1019579;0
"16072";1032112;1
"14700";1029450;1
"199";1000380;0
"5233";1010385;0
"70";1000120;1
"819";1001560;0
"2271";1004467;1
"10059";1020179;1
"22474";1044994;1
"8429";1016879;1
"1037";1002055;0
"13040";1026145;1
"16403";1032824;0
"23520";1047137;0
"6438";1012858;1
"6925";1013893;1
"23038";1046171;0
"3064";1006045;1
"18330";1036632;1
"1358";1002680;1
"15602";1031203;0
"17935";1035854;1
"1992";1003915;0
"9736";1019570;0
"15628";1031250;1
"4892";1009674;1
"3972";1007825;1
"651";1001222;0
"13569";1027208;1
"1272";1002516;0
"21718";1043500;1
"9091";1018273;1
"23476";1047053;1
"15388";1030770;0
"13706";1027476;0
"5391";1010713;0
"16734";1033470;1
"5921";1011833;0
"13355";1026799;1
"23324";1046749;0
"9806";1019676;1
"6465";1012917;1
"21583";1043244;0
"14594";1029218;1
"15947";1031862;0
"12144";1024367;1
"13113";1026278;1
"19022";1038065;0
"22111";1044287;0
"14157";1028382;0
"6686";1013397;1
"16751";1033511;1
"24751";1049557;0
"13331";1026755;1
"11999";1024085;0
"5666";1011311;1
"11953";1023989;1
"20714";1041519;0
"14217";1028495;0
"6077";1012144;0
"13616";1027299;0
"8099";1016222;0
"12840";1025697;0
"181";1000348;0
"22727";1045524;0
"718";1001372;0
"11011";1022065;1
"13050";1026163;0
"1747";1003436;0
"9282";1018670;1
"4190";1008251;0
"5621";1011211;1
"16742";1033491;1
"12493";1025039;0
"21637";1043345;0
"7740";1015554;1
"20629";1041343;1
"6711";1013441;1
"14874";1029791;0
"8397";1016807;1
"18050";1036071;0
"17880";1035745;0
"6914";1013870;1
"23326";1046754;1
"6138";1012267;0
"9912";1019886;0
"17233";1034457;1
"17008";1034024;1
"7756";1015585;0
"4425";1008742;1
"22324";1044719;0
"12183";1024449;0
"5115";1010118;1
"8378";1016769;0
"14818";1029678;1
"14155";1028376;1
"7420";1014913;1
"2811";1005517;1
"14669";1029361;1
"15572";1031132;0
"19017";1038055;1
"22321";1044708;0
"7583";1015259;1
"14633";1029298;0
"8561";1017181;0
"21691";1043451;0
"10208";1020443;1
"4665";1009205;0
"5673";1011331;1
"24746";1049548;0
"16527";1033050;0
"12568";1025172;1
"5575";1011116;0
"20615";1041313;1
"1047";1002080;0
"14036";1028150;1
"7776";1015615;1
"8795";1017655;1
"191";1000365;0
"4098";1008073;1
"5707";1011386;0
"24448";1048908;1
"13550";1027178;0
"1363";1002689;0
"9338";1018772;1
"14545";1029122;1
"3069";1006050;1
"3021";1005960;1
"11061";1022186;0
"2742";1005394;0
"16768";1033540;0
"24050";1048158;1
"18785";1037547;1
"19036";1038106;0
"8569";1017202;1
"11022";1022089;0
"14129";1028332;1
"8847";1017759;1
"11089";1022234;0
"2318";1004565;0
"13776";1027641;0
"23753";1047609;1
"19921";1039891;1
"8455";1016927;0
"13886";1027843;0
"23497";1047093;1
"22572";1045218;1
"10938";1021916;1
"22665";1045395;1
"14423";1028892;0
"22792";1045663;1
"5063";1010008;0
"23501";1047098;0
"7910";1015866;0
"20474";1041036;0
"18510";1036996;0
"5355";1010634;0
"21188";1042483;0
"8731";1017536;0
"15474";1030937;1
"13870";1027806;0
"59";1000096;0
"3376";1006674;1
"10261";1020550;0
"13595";1027256;1
"2512";1004954;0
"7805";1015669;0
"18789";1037556;0
"7560";1015209;1
"1153";1002271;1
"7823";1015696;1
"11875";1023819;0
"10113";1020271;1
"20708";1041507;1
